0,05	122	0	38	674
0,15	141	0	36	698
0,25	171	1	32	806
0,35	217	0	36	946
0,45	250	0	29	988
0,55	288	0	34	1078
0,65	381	0	31	1249
0,75	409	0	27	1327
0,85	470	1	36	1535
0,95	579	1	35	1550
1,05	624	1	30	1453
1,15	1075	0	31	2001
1,25	1168	0	34	2004
1,35	1146	0	33	1929
1,45	1108	1	25	1813
1,55	1073	0	33	1757
1,65	1093	0	38	1712
1,75	1088	0	36	1593
1,85	1096	1	37	1487
1,95	1017	0	22	1361
2,05	990	0	30	1238
2,15	955	0	32	1199
2,25	884	0	26	1080
2,35	804	0	24	950
2,45	806	0	22	940
2,55	782	0	15	825
2,65	735	0	20	717
2,75	735	0	20	715
2,85	672	0	14	699
2,95	676	1	19	610
3,05	617	0	21	598
3,15	616	1	17	534
3,25	593	0	21	537
3,35	603	0	24	534
3,45	584	0	18	513
3,55	578	0	14	540
3,65	576	0	10	474
3,75	562	0	25	484
3,85	528	0	19	405
3,95	512	0	12	446
4,05	492	1	18	415
4,15	498	0	25	399
4,25	518	0	16	374
4,35	507	1	20	312
4,45	490	1	8	378
4,55	491	0	17	355
4,65	521	0	17	317
4,75	463	0	11	319
4,85	505	0	21	276
4,95	489	0	14	263
5,05	520	0	15	281
5,15	514	0	16	292
5,25	480	0	19	237
5,35	454	0	11	251
5,45	433	0	19	217
5,55	462	0	18	232
5,65	388	0	13	235
5,75	398	0	19	210
5,85	354	0	8	195
5,95	370	0	16	196
6,05	352	0	17	183
6,15	362	0	16	193
6,25	367	0	19	171
6,35	318	0	16	170
6,45	347	0	9	186
6,55	310	0	16	153
6,65	337	0	7	139
6,75	310	0	11	156
6,85	267	0	13	161
6,95	308	0	17	132
7,05	280	0	15	151
7,15	252	0	18	129
7,25	253	0	16	148
7,35	237	0	12	125
7,45	255	0	17	138
7,55	225	0	9	105
7,65	224	0	14	110
7,75	215	0	17	93
7,85	221	0	16	120
7,95	189	0	14	82
8,05	202	0	20	89
8,15	214	0	15	103
8,25	191	0	18	65
8,35	185	0	15	84
8,45	178	0	12	75
8,55	193	0	13	67
8,65	184	0	12	75
8,75	183	0	14	69
8,85	172	0	20	67
8,95	142	0	15	73
9,05	154	0	10	71
9,15	153	0	15	71
9,25	124	0	11	48
9,35	148	0	14	56
9,45	148	0	10	47
9,55	129	0	8	53
9,65	120	0	10	42
9,75	134	0	12	35
9,85	109	0	13	38
9,95	103	0	13	56
